|100023020488|082009|R|Other|Other||5.375|5.375|55000.00||0.00|240|082009|102009|-1|241|240|092029|55|55|1|36|714||N|C|SF|1|P|OH|17140|452||FRM|N|N|||00||N||||||||||||||||||||||||||||||||N|||||||N||||||N||||||||||||||||N|||||
|100023020488|092009|R|Other|Other||5.375|5.375|55000.00||0.00|240|082009|102009|0|240|240|092029|55|55|1|36|714||N|C|SF|1|P|OH|17140|452||FRM|N|N|||00||N||||||||||||||||||||||||||||||||N|||||||N||||||N||||||||||||||||N|||||
|100023020488|102009|R|Other|Other||5.375|5.375|55000.00||0.00|240|082009|102009|1|239|238|092029|55|55|1|36|714||N|C|SF|1|P|OH|17140|452||FRM|N|N|||00||N||||||||||||||||||||||||||||||||N|||||||N||||||N||||||||||||||||N|||||
|100023020488|112009|R|Other|Other||5.375|5.375|55000.00||0.00|240|082009|102009|2|238|238|092029|55|55|1|36|714||N|C|SF|1|P|OH|17140|452||FRM|N|N|||00||N||||||||||||||||||||||||||||||||N|||||||N||||||N||||||||||||||||N|||||
|100023020488|122009|R|Other|Other||5.375|5.375|55000.00||0.00|240|082009|102009|3|237|236|092029|55|55|1|36|714||N|C|SF|1|P|OH|17140|452||FRM|N|N|||00||N||||||||||||||||||||||||||||||||N|||||||N||||||N||||||||||||||||N|||||
|100023020488|012010|R|Other|Other||5.375|5.375|55000.00||0.00|240|082009|102009|4|236|235|092029|55|55|1|36|714||N|C|SF|1|P|OH|17140|452||FRM|N|N|||00||N||||||||||||||||||||||||||||||||N|||||||N||||||N||||||||||||||||N|||||
|100023020488|022010|R|Other|Other||5.375|5.375|55000.00||54350.98|240|082009|102009|5|235|235|092029|55|55|1|36|714||N|C|SF|1|P|OH|17140|452||FRM|N|N|||00||N||||||||||||||||||||||||||||||||N|||||||N||||||N||||||||||||||||N|||||
|100023020488|032010|R|Other|Other||5.375|5.375|55000.00||54219.43|240|082009|102009|6|234|234|092029|55|55|1|36|714||N|C|SF|1|P|OH|17140|452||FRM|N|N|||00||N||||||||||||||||||||||||||||||||N|||||||N||||||N||||||||||||||||N|||||
|100023020488|042010|R|Other|Other||5.375|5.375|55000.00||53954.56|240|082009|102009|7|233|232|092029|55|55|1|36|714||N|C|SF|1|P|OH|17140|452||FRM|N|N|||00||N||||||||||||||||||||||||||||||||N|||||||N||||||N||||||||||||||||N|||||
|100023020488|052010|R|Other|Other||5.375|5.375|55000.00||53954.56|240|082009|102009|8|232|232|092029|55|55|1|36|714||N|C|SF|1|P|OH|17140|452||FRM|N|N|||00||N||||||||||||||||||||||||||||||||N|||||||N||||||N||||||||||||||||N|||||
|100023020488|062010|R|Other|Other||5.375|5.375|55000.00||53821.23|240|082009|102009|9|231|231|092029|55|55|1|36|714||N|C|SF|1|P|OH|17140|452||FRM|N|N|||00||N||||||||||||||||||||||||||||||||N|||||||N||||||N||||||||||||||||N|||||
|100023020488|072010|R|Other|Other||5.375|5.375|55000.00||53552.78|240|082009|102009|10|230|229|092029|55|55|1|36|714||N|C|SF|1|P|OH|17140|452||FRM|N|N|||00||N||||||||||||||||||||||||||||||||N|||||||N||||||N||||||||||||||||N|||||
|100023020488|082010|R|Other|Other||5.375|5.375|55000.00||53552.78|240|082009|102009|11|229|229|092029|55|55|1|36|714||N|C|SF|1|P|OH|17140|452||FRM|N|N|||00||N||||||||||||||||||||||||||||||||N|||||||N||||||N||||||||||||||||N|||||
