0	0	2	1	22	0	0	1	0	0	49	1	32	0
0	1	1	0	42	0	0	1	0	0	49	1	46	1
1	1	2	1	37	0	0	1	0	3	39	1	47	1
0	0	1	0	46	1	0	1	0	0	39	1	40	0
0	0	6	0	8	1	0	0	0	1	71	1	17	0
0	0	0	0	21	1	0	0	0	0	59	1	31	0
1	0	1	0	8	0	0	0	0	2	45	1	18	0
0	1	4	3	18	0	0	1	0	1	59	1	10	0
1	1	3	2	38	0	0	1	0	0	49	1	48	1
1	0	0	0	17	0	0	0	0	0	55	1	19	0
0	0	4	3	34	0	0	1	0	1	47	1	20	0
0	0	3	0	19	0	0	1	0	0	47	1	29	0
1	1	1	0	16	0	0	1	0	0	47	1	26	1
0	1	9	0	17	1	0	0	0	2	39	1	1	0
1	0	2	0	9	0	0	0	0	0	83	1	2	0
1	1	1	0	18	0	0	1	0	0	47	1	28	0
1	0	6	0	11	0	0	0	0	0	39	1	21	0
1	0	3	2	16	0	0	1	0	0	47	1	26	0
1	0	2	2	32	1	1	0	0	2	43	1	42	0
0	0	2	1	24	0	0	1	0	0	53	1	3	0
1	0	3	2	38	0	0	1	0	3	59	1	48	1
0	1	4	2	25	0	0	1	0	2	41	1	10	0
0	0	3	2	65	0	0	1	0	0	39	1	45	0
0	0	3	1	18	1	1	0	0	0	39	1	18	0
1	0	3	0	27	0	0	0	0	1	47	1	15	0
0	0	6	4	57	0	0	1	0	0	39	1	67	0
1	0	3	2	29	1	0	1	0	2	47	1	13	0
0	1	3	0	16	1	1	0	0	1	39	1	6	0
0	0	5	0	12	1	0	0	0	0	41	1	22	0
0	0	3	2	30	0	0	1	0	2	39	1	40	1
0	1	4	3	30	0	0	1	0	2	59	1	40	1
0	1	2	1	44	0	0	1	0	2	63	1	28	1
1	1	0	0	16	0	0	0	0	3	54	1	26	1
1	0	3	2	27	1	0	1	0	0	47	1	37	0
0	1	2	1	36	0	0	1	0	2	59	1	26	0
0	1	5	0	7	0	0	0	0	1	39	1	17	0
0	0	1	0	43	1	0	1	0	0	39	1	12	0
0	1	3	2	28	0	0	1	0	1	89	0	31	1
0	0	3	2	44	0	0	1	0	0	39	1	54	1
0	0	2	1	43	1	0	1	0	2	39	1	30	0
0	1	6	3	39	0	0	1	0	0	47	1	40	1
0	0	2	2	25	1	1	0	0	1	47	1	35	0
0	1	3	2	14	1	0	1	0	1	14	1	24	0
0	1	0	0	6	1	0	0	0	1	47	1	0	0
1	0	3	0	34	0	0	0	0	0	97	1	22	0
1	0	5	4	18	1	0	1	0	1	35	1	20	0
0	2	9	0	9	0	0	0	0	2	29	1	5	0
0	0	2	1	13	0	0	1	0	0	55	1	23	0
0	2	4	3	46	0	0	1	0	3	3	1	56	1
0	0	2	0	8	0	0	0	0	1	5	1	18	0
0	2	4	3	32	0	0	1	0	3	59	1	42	1
0	0	2	0	17	0	0	0	0	1	47	1	20	0
0	1	7	0	11	0	0	0	0	2	23	1	12	0
1	0	2	1	17	1	1	0	0	1	47	1	2	0
1	0	5	2	51	0	0	1	0	0	29	1	3	0
1	0	2	1	36	1	0	1	0	1	49	1	30	0
1	1	3	2	31	0	0	1	0	2	59	1	1	1
0	1	1	0	37	0	0	1	0	2	49	1	13	1
1	0	3	1	58	0	0	1	0	0	78	1	14	0
0	0	2	1	33	0	0	1	0	0	39	1	41	0
0	0	4	0	8	0	0	0	0	1	9	1	18	0
0	0	2	1	12	0	0	1	0	0	24	1	22	0
0	0	2	1	17	1	0	1	0	1	43	1	8	0
0	1	3	2	33	0	0	1	0	1	48	1	9	1
1	0	1	0	52	0	0	1	0	0	49	1	40	0
1	0	3	2	28	0	0	1	0	1	55	1	38	0
0	1	4	3	41	0	0	1	0	0	71	1	51	0
